indicatorcode,indicatorname,topic,type,uniquevisitors,pageviews,maybedisagg,derived,disaggregation,primary,estimatetypemodeledornot,i,sum_obs,mean_obs_pc,max_obs_pc,year_max,year_min,avg_year_max,avg_year_min,avg_year_avg,cy_cov,cy_cov1960,cy_cov1970,cy_cov1980,cy_cov1990,cy_cov2000,cy_cov2010
per_sa_allsa.cov_q5_tot,Coverage of social safety net programs in richest quintile (% of population),Social Protection & Labor: Performance,Disaggregation,51,80,0,0,1,0,,per_sa_allsa.cov_q5_tot,310,1.428571429,13,2016,1998,2011.4504,2006.991,2009.2871,0.023809524,0,0,0,0.00046083,0.060368665,0.082027651
per_si_allsi.adq_pop_tot,Adequacy of social insurance programs (% of total welfare of beneficiary households),Social Protection & Labor: Performance,Primary,385,624,0,0,0,1,,per_si_allsi.adq_pop_tot,280,1.290322581,13,2016,1998,2011.1923,2007.3462,2009.3221,0.021505376,0,0,0,0.000921659,0.052534562,0.075576037
per_si_allsi.ben_q1_tot,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),Social Protection & Labor: Performance,Primary,65,84,0,0,0,1,,per_si_allsi.ben_q1_tot,282,1.299539171,13,2016,1998,2011.1904,2007.3429,2009.3191,0.021658987,0,0,0,0.000921659,0.052995391,0.07603687
per_si_allsi.cov_pop_tot,Coverage of social insurance programs (% of population),Social Protection & Labor: Performance,Primary,905,1763,0,0,0,1,,per_si_allsi.cov_pop_tot,293,1.350230415,13,2016,1998,2011.1467,2007.2018,2009.2371,0.022503842,0,0,0,0.000921659,0.056221198,0.077880189
per_si_allsi.cov_q1_tot,Coverage of social insurance programs in poorest quintile (% of population),Social Protection & Labor: Performance,Disaggregation,100,166,0,0,1,0,,per_si_allsi.cov_q1_tot,293,1.350230415,13,2016,1998,2011.1467,2007.2018,2009.2371,0.022503842,0,0,0,0.000921659,0.056221198,0.077880189
per_si_allsi.cov_q2_tot,Coverage of social insurance programs in 2nd quintile (% of population),Social Protection & Labor: Performance,Disaggregation,49,62,0,0,1,0,,per_si_allsi.cov_q2_tot,293,1.350230415,13,2016,1998,2011.1467,2007.2018,2009.2371,0.022503842,0,0,0,0.000921659,0.056221198,0.077880189
per_si_allsi.cov_q3_tot,Coverage of social insurance programs in 3rd quintile (% of population),Social Protection & Labor: Performance,Disaggregation,15,29,0,0,1,0,,per_si_allsi.cov_q3_tot,293,1.350230415,13,2016,1998,2011.1467,2007.2018,2009.2371,0.022503842,0,0,0,0.000921659,0.056221198,0.077880189
per_si_allsi.cov_q4_tot,Coverage of social insurance programs in 4th quintile (% of population),Social Protection & Labor: Performance,Disaggregation,27,41,0,0,1,0,,per_si_allsi.cov_q4_tot,293,1.350230415,13,2016,1998,2011.1467,2007.2018,2009.2371,0.022503842,0,0,0,0.000921659,0.056221198,0.077880189
per_si_allsi.cov_q5_tot,Coverage of social insurance programs in richest quintile (% of population),Social Protection & Labor: Performance,Disaggregation,41,51,0,0,1,0,,per_si_allsi.cov_q5_tot,293,1.350230415,13,2016,1998,2011.1467,2007.2018,2009.2371,0.022503842,0,0,0,0.000921659,0.056221198,0.077880189
px.rex.reer,Real effective exchange rate index (2010 = 100),Financial Sector: Exchange rates & prices,Derived,10272,25594,0,1,0,0,,PX.REX.REER,3487,16.06912442,40,2018,1979,2017.979,1982.2737,2000.1263,0.26781875,0,0.015668202,0.34562212,0.41474655,0.43778801,0.39308754
se.adt.1524.lt.fe.zs,"Literacy rate, youth female (% of females ages 15-24)",Education: Outcomes,Disaggregation,5972,11306,0,0,1,0,,SE.ADT.1524.LT.FE.ZS,786,3.622119816,17,2018,1970,2011.6729,1988.4382,2002.1432,0.060368665,0,0.012442397,0.038248848,0.043317974,0.12534562,0.14285715
se.adt.1524.lt.fm.zs,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Education: Outcomes,Primary,2567,4227,0,0,0,1,,SE.ADT.1524.LT.FM.ZS,786,3.622119816,17,2018,1970,2011.6729,1988.4382,2002.1432,0.060368665,0,0.012442397,0.038248848,0.043317974,0.12534562,0.14285715
se.adt.1524.lt.ma.zs,"Literacy rate, youth male (% of males ages 15-24)",Education: Outcomes,Disaggregation,2249,4080,0,0,1,0,,SE.ADT.1524.LT.MA.ZS,786,3.622119816,17,2018,1970,2011.6729,1988.4382,2002.1432,0.060368665,0,0.012442397,0.038248848,0.043317974,0.12534562,0.14285715
se.adt.1524.lt.zs,"Literacy rate, youth total (% of people ages 15-24)",Education: Outcomes,Primary,8446,18481,0,0,0,1,,SE.ADT.1524.LT.ZS,788,3.631336406,17,2018,1970,2011.6729,1988.3086,2002.0775,0.060522277,0,0.012442397,0.038709678,0.043778803,0.12534562,0.14285715
se.adt.litr.fe.zs,"Literacy rate, adult female (% of females ages 15 and above)",Education: Outcomes,Disaggregation,15562,34012,0,0,1,0,,SE.ADT.LITR.FE.ZS,797,3.67281106,17,2018,1970,2011.6464,1988.5244,2002.1829,0.061213519,0,0.012442397,0.038248848,0.043778803,0.12718894,0.14562212
se.adt.litr.ma.zs,"Literacy rate, adult male (% of males ages 15 and above)",Education: Outcomes,Disaggregation,5994,11877,0,0,1,0,,SE.ADT.LITR.MA.ZS,797,3.67281106,17,2018,1970,2011.6464,1988.5244,2002.1829,0.061213519,0,0.012442397,0.038248848,0.043778803,0.12718894,0.14562212
se.adt.litr.zs,"Literacy rate, adult total (% of people ages 15 and above)",Education: Outcomes,Primary,46340,127968,0,0,0,1,,SE.ADT.LITR.ZS,800,3.686635945,17,2018,1970,2011.6464,1988.3964,2002.1221,0.061443932,0,0.012442397,0.038709678,0.044700462,0.12718894,0.14562212
se.com.durs,"Compulsory education, duration (years)",Education: Outcomes,Primary,1254,2901,0,0,0,1,,SE.COM.DURS,3628,16.71889401,23,2018,1995,2017.0155,1999.2177,2008.1166,0.27864823,0,0,0,0.14884792,0.80414748,0.718894
se.enr.prim.fm.zs,"School enrollment, primary (gross), gender parity index (GPI)",Education: Participation,Primary,2172,4052,0,0,0,1,,SE.ENR.PRIM.FM.ZS,6720,30.96774194,48,2018,1970,2015.4395,1976.5253,1996.2573,0.51612902,0,0.55622119,0.58986175,0.64147466,0.75299537,0.55622119
se.enr.prsc.fm.zs,"School enrollment, primary and secondary (gross), gender parity index (GPI)",Education: Participation,Primary,3407,6524,0,0,0,1,,SE.ENR.PRSC.FM.ZS,5302,24.43317972,47,2018,1970,2014.2792,1977.9949,1996.676,0.40721965,0,0.43640554,0.45622119,0.45069125,0.63087559,0.46912444
se.enr.seco.fm.zs,"School enrollment, secondary (gross), gender parity index (GPI)",Education: Participation,Disaggregation,1298,2431,0,0,1,0,,SE.ENR.SECO.FM.ZS,5481,25.25806452,47,2018,1970,2014.4974,1977.4822,1996.6045,0.42096773,0,0.45345622,0.47050691,0.46820277,0.64838707,0.48525345
se.enr.tert.fm.zs,"School enrollment, tertiary (gross), gender parity index (GPI)",Education: Participation,Disaggregation,920,1828,0,0,1,0,,SE.ENR.TERT.FM.ZS,4496,20.71889401,47,2018,1970,2013.7394,1979.3405,1996.9771,0.34531489,0,0.35207373,0.37880185,0.38064516,0.52949309,0.43087557
se.pre.durs,"Preprimary education, duration (years)",Education: Inputs,Primary,172,282,0,0,0,1,,SE.PRE.DURS,9755,44.95391705,49,2018,1970,2017.2019,1970.8318,1993.8452,0.74923193,0,0.91290325,0.93640554,0.94055301,0.93548387,0.77004611
se.pre.enrl.tc.zs,"Pupil-teacher ratio, preprimary",Education: Inputs,Primary,205,417,1,0,0,1,,SE.PRE.ENRL.TC.ZS,4227,19.47926267,46,2018,1970,2012.8535,1981.3939,1998.1095,0.32465437,0,0.27142856,0.37188941,0.40645161,0.51382488,0.38433179
se.pre.enrr,"School enrollment, preprimary (% gross)",Education: Participation,Primary,1596,3887,0,0,0,1,,SE.PRE.ENRR,5416,24.95852535,48,2018,1970,2014.6599,1979.599,1997.6018,0.41597542,0,0.37142858,0.48847926,0.5299539,0.61152071,0.49447006
se.pre.enrr.fe,"School enrollment, preprimary, female (% gross)",Education: Participation,Disaggregation,127,235,0,0,1,0,,SE.PRE.ENRR.FE,4683,21.58064516,47,2018,1970,2014.8756,1982.5078,1999.4641,0.3596774,0,0.2857143,0.35023043,0.44792625,0.58663595,0.48755762
se.pre.enrr.ma,"School enrollment, preprimary, male (% gross)",Education: Participation,Disaggregation,100,169,0,0,1,0,,SE.PRE.ENRR.MA,4683,21.58064516,47,2018,1970,2014.8756,1982.5078,1999.4641,0.3596774,0,0.2857143,0.35023043,0.44792625,0.58663595,0.48755762
se.pre.tcaq.fe.zs,"Trained teachers in preprimary education, female (% of female teachers)",Education: Inputs,Disaggregation,40,62,0,0,1,0,,SE.PRE.TCAQ.FE.ZS,760,3.502304147,19,2018,1998,2013.955,2005.045,2009.5001,0.058371738,0,0,0,0.016589861,0.15760368,0.17603686
se.pre.tcaq.ma.zs,"Trained teachers in preprimary education, male (% of male teachers)",Education: Inputs,Disaggregation,36,50,0,0,1,0,,SE.PRE.TCAQ.MA.ZS,608,2.801843318,18,2018,1998,2013.7677,2006,2009.9983,0.046697389,0,0,0,0.011520738,0.11889401,0.14976959
se.pre.tcaq.zs,Trained teachers in preprimary education (% of total teachers),Education: Inputs,Primary,104,171,0,0,0,1,,SE.PRE.TCAQ.ZS,828,3.815668203,19,2018,1998,2014.0088,2004.7168,2009.3784,0.063594468,0,0,0,0.017511521,0.17327189,0.19078341
se.prm.ages,Primary school starting age (years),Education: Inputs,Primary,4833,6637,0,0,0,1,,SE.PRM.AGES,9972,45.95391705,49,2018,1970,2018,1970.8269,1994.3605,0.76589859,0,0.91336405,0.93640554,0.94009215,0.94930875,0.8562212
se.prm.cmpt.fe.zs,"Primary completion rate, female (% of relevant age group)",Education: Outcomes,Disaggregation,1844,4531,0,0,1,0,,SE.PRM.CMPT.FE.ZS,4073,18.76958525,46,2018,1970,2013.8842,1983.6473,1999.6841,0.31282642,0,0.2483871,0.31013826,0.3184332,0.55483872,0.44516128
se.prm.cmpt.ma.zs,"Primary completion rate, male (% of relevant age group)",Education: Outcomes,Disaggregation,1015,2290,0,0,1,0,,SE.PRM.CMPT.MA.ZS,4073,18.76958525,46,2018,1970,2013.8842,1983.6473,1999.6841,0.31282642,0,0.2483871,0.31013826,0.3184332,0.55483872,0.44516128
se.prm.cmpt.zs,"Primary completion rate, total (% of relevant age group)",Education: Outcomes,Primary,6980,16602,0,0,0,1,,SE.PRM.CMPT.ZS,4583,21.11981567,47,2018,1970,2013.8912,1982.0363,1998.4441,0.35199693,0,0.32119817,0.37649769,0.37972349,0.58064514,0.45391706
se.prm.cuat.fe.zs,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",Education: Outcomes,Disaggregation,271,510,0,0,1,0,,SE.PRM.CUAT.FE.ZS,837,3.857142857,20,2017,1970,2009.4473,1993.4658,2003.7709,0.064285718,0,0.023041476,0.016589861,0.011520738,0.14746544,0.18709677
se.prm.cuat.ma.zs,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",Education: Outcomes,Disaggregation,188,287,0,0,1,0,,SE.PRM.CUAT.MA.ZS,837,3.857142857,20,2017,1970,2009.4473,1993.4658,2003.7709,0.064285718,0,0.023041476,0.016589861,0.011520738,0.14746544,0.18709677
se.prm.cuat.zs,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Education: Outcomes,Primary,1753,3293,0,0,0,1,,SE.PRM.CUAT.ZS,842,3.880184332,20,2017,1970,2009.5155,1993.2671,2003.7495,0.064669743,0,0.023041476,0.017511521,0.012442397,0.14746544,0.18755761
se.prm.durs,"Primary education, duration (years)",Education: Outcomes,Primary,799,1370,0,0,0,1,,SE.PRM.DURS,9972,45.95391705,49,2018,1970,2018,1970.8269,1994.3605,0.76589859,0,0.91336405,0.93640554,0.94009215,0.94930875,0.8562212
se.prm.enrl,"Primary education, pupils",Education: Participation,Primary,5168,9751,0,0,0,1,,SE.PRM.ENRL,7555,34.8156682,49,2018,1970,2015.2356,1974.601,1994.8431,0.58026111,0,0.6764977,0.7152074,0.70276499,0.79815668,0.58894008
se.prm.enrl.fe.zs,"Primary education, pupils (% female)",Education: Participation,Disaggregation,1010,1983,0,0,1,0,,SE.PRM.ENRL.FE.ZS,7080,32.62672811,48,2018,1970,2015.3943,1975.8894,1996.0353,0.54377878,0,0.59354836,0.61751151,0.66497695,0.79170507,0.59493089
se.prm.enrl.tc.zs,"Pupil-teacher ratio, primary",Education: Inputs,Primary,3593,7624,1,0,0,1,,SE.PRM.ENRL.TC.ZS,5906,27.21658986,49,2018,1970,2014.4608,1977.2451,1996.1714,0.45360982,0,0.49815667,0.5359447,0.54285717,0.64608294,0.49861753
se.prm.enrr,"School enrollment, primary (% gross)",Education: Participation,Primary,20786,49508,0,0,0,1,,SE.PRM.ENRR,7206,33.20737327,49,2018,1970,2015.3101,1975.66,1995.3649,0.55345625,0,0.62350231,0.6824885,0.69078338,0.76405531,0.55990785
se.prm.enrr.fe,"School enrollment, primary, female (% gross)",Education: Participation,Disaggregation,3503,7211,0,0,1,0,,SE.PRM.ENRR.FE,6720,30.96774194,48,2018,1970,2015.4395,1976.5253,1996.2573,0.51612902,0,0.55622119,0.58986175,0.64147466,0.75299537,0.55622119
se.prm.enrr.ma,"School enrollment, primary, male (% gross)",Education: Participation,Disaggregation,1455,3155,0,0,1,0,,SE.PRM.ENRR.MA,6720,30.96774194,48,2018,1970,2015.4395,1976.5253,1996.2573,0.51612902,0,0.55622119,0.58986175,0.64147466,0.75299537,0.55622119
se.prm.gint.fe.zs,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",Education: Efficiency,Disaggregation,427,849,0,0,1,0,,SE.PRM.GINT.FE.ZS,4457,20.53917051,46,2018,1970,2014.8809,1983.7306,2000.527,0.34231952,0,0.23870967,0.30829492,0.36497697,0.63548386,0.50645161
se.prm.gint.ma.zs,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",Education: Efficiency,Disaggregation,205,429,0,0,1,0,,SE.PRM.GINT.MA.ZS,4457,20.53917051,46,2018,1970,2014.8809,1983.7306,2000.527,0.34231952,0,0.23870967,0.30829492,0.36497697,0.63548386,0.50645161
se.prm.gint.zs,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",Education: Efficiency,Primary,162,312,0,0,0,1,,SE.PRM.GINT.ZS,4956,22.83870968,47,2018,1970,2014.9231,1982.2256,1999.3562,0.38064516,0,0.31059909,0.37603685,0.4262673,0.65806454,0.51290321
se.prm.nenr,"School enrollment, primary (% net)",Education: Participation,Primary,12029,27652,0,0,0,1,,SE.PRM.NENR,4162,19.1797235,46,2018,1970,2014.6094,1983.1094,2000.0186,0.31966206,0,0.23456222,0.31428573,0.33594471,0.57004607,0.46313363
se.prm.nenr.fe,"School enrollment, primary, female (% net)",Education: Participation,Disaggregation,1523,3293,0,0,1,0,,SE.PRM.NENR.FE,3571,16.4562212,45,2018,1970,2014.0479,1984.4681,2000.3203,0.27427036,0,0.18755761,0.25806451,0.27788019,0.5032258,0.41889402
se.prm.nenr.ma,"School enrollment, primary, male (% net)",Education: Participation,Disaggregation,790,1463,0,0,1,0,,SE.PRM.NENR.MA,3570,16.4516129,45,2018,1970,2014.0479,1984.4681,2000.3264,0.27419356,0,0.18755761,0.25760368,0.27788019,0.5032258,0.41889402
se.prm.nint.fe.zs,"Net intake rate in grade 1, female (% of official school-age population)",Education: Efficiency,Disaggregation,629,964,0,0,1,0,,SE.PRM.NINT.FE.ZS,1334,6.147465438,19,2018,1998,2014.5818,2003.6606,2009.1821,0.10245776,0,0,0,0.037788019,0.29953918,0.27741936
se.prm.nint.ma.zs,"Net intake rate in grade 1, male (% of official school-age population)",Education: Efficiency,Disaggregation,65,97,0,0,1,0,,SE.PRM.NINT.MA.ZS,1334,6.147465438,19,2018,1998,2014.5818,2003.6606,2009.1821,0.10245776,0,0,0,0.037788019,0.29953918,0.27741936
se.prm.nint.zs,Net intake rate in grade 1 (% of official school-age population),Education: Efficiency,Primary,167,289,0,0,0,1,,SE.PRM.NINT.ZS,1355,6.244239631,19,2018,1998,2014.6,2003.5333,2009.1597,0.10407066,0,0,0,0.038709678,0.30506912,0.28064516
se.prm.oenr.fe.zs,"Over-age students, primary, female (% of female enrollment)",Education: Efficiency,Disaggregation,29,38,0,0,1,0,,SE.PRM.OENR.FE.ZS,4119,18.98156682,46,2018,1970,2015.0402,1985.1356,2001.2532,0.31635946,0,0.22350231,0.2857143,0.29769585,0.59262675,0.4986175
se.prm.oenr.ma.zs,"Over-age students, primary, male (% of male enrollment)",Education: Efficiency,Disaggregation,27,42,0,0,1,0,,SE.PRM.OENR.MA.ZS,4121,18.99078341,46,2018,1970,2015.0955,1985.1407,2001.2657,0.31651306,0,0.22350231,0.28525347,0.29677421,0.59354836,0.5
se.prm.oenr.zs,"Over-age students, primary (% of enrollment)",Education: Efficiency,Primary,203,334,0,0,0,1,,SE.PRM.OENR.ZS,4317,19.89400922,46,2018,1970,2015.1005,1983.7386,2000.6672,0.33156681,0,0.24884793,0.30737329,0.31981567,0.60875577,0.50460827
se.prm.priv.zs,"School enrollment, primary, private (% of total primary)",Education: Participation,Disaggregation,964,2149,0,0,1,0,,SE.PRM.PRIV.ZS,5222,24.06451613,44,2018,1970,2014.7892,1979.2646,1998.3132,0.40107527,0,0.2829493,0.46820277,0.47788018,0.63133639,0.54608297
se.prm.prs5.fe.zs,"Persistence to grade 5, female (% of cohort)",Education: Efficiency,Disaggregation,25,28,0,0,1,0,,SE.PRM.PRS5.FE.ZS,2624,12.0921659,44,2017,1970,2011.2781,1985.3491,1998.7129,0.2015361,0,0.18387097,0.2327189,0.19953917,0.34285715,0.25023043
se.prm.prs5.ma.zs,"Persistence to grade 5, male (% of cohort)",Education: Efficiency,Disaggregation,13,18,0,0,1,0,,SE.PRM.PRS5.MA.ZS,2623,12.0875576,44,2017,1970,2011.2781,1985.3491,1998.7157,0.20145929,0,0.18341014,0.2327189,0.19953917,0.34285715,0.25023043
se.prm.prs5.zs,"Persistence to grade 5, total (% of cohort)",Education: Efficiency,Primary,47,89,0,0,0,1,,SE.PRM.PRS5.ZS,3187,14.68663594,46,2017,1970,2011.6473,1983.0347,1997.2811,0.24477726,0,0.25806451,0.30691245,0.24792627,0.38387096,0.27188942
se.prm.prsl.fe.zs,"Persistence to last grade of primary, female (% of cohort)",Education: Efficiency,Disaggregation,576,1021,0,0,1,0,,SE.PRM.PRSL.FE.ZS,2859,13.17511521,44,2017,1970,2011.3334,1985.6666,1999.04,0.21958525,0,0.17557603,0.22534563,0.22534563,0.40230414,0.2889401
se.prm.prsl.ma.zs,"Persistence to last grade of primary, male (% of cohort)",Education: Efficiency,Disaggregation,1292,1961,0,0,1,0,,SE.PRM.PRSL.MA.ZS,2858,13.17050691,44,2017,1970,2011.3334,1985.6666,1999.0426,0.21950845,0,0.17511521,0.22534563,0.22534563,0.40230414,0.2889401
se.prm.prsl.zs,"Persistence to last grade of primary, total (% of cohort)",Education: Efficiency,Primary,1972,3519,0,0,0,1,,SE.PRM.PRSL.ZS,3514,16.19354839,46,2017,1970,2011.801,1983.1309,1997.5641,0.26989248,0,0.26129031,0.30599079,0.28801844,0.45299539,0.31105992
se.prm.rept.fe.zs,"Repeaters, primary, female (% of female enrollment)",Education: Efficiency,Disaggregation,205,293,0,0,1,0,,SE.PRM.REPT.FE.ZS,4304,19.83410138,46,2018,1970,2014.0254,1983.1573,1999.5779,0.33056834,0,0.25437787,0.32304147,0.32811061,0.58894008,0.48894009
se.prm.rept.ma.zs,"Repeaters, primary, male (% of male enrollment)",Education: Efficiency,Disaggregation,459,689,0,0,1,0,,SE.PRM.REPT.MA.ZS,4303,19.82949309,46,2018,1970,2014.0203,1983.1573,1999.564,0.33049154,0,0.25437787,0.32304147,0.32811061,0.58894008,0.48847926
se.prm.rept.zs,"Repeaters, primary, total (% of total enrollment)",Education: Efficiency,Primary,113,231,0,0,0,1,,SE.PRM.REPT.ZS,4839,22.29953917,47,2018,1970,2014.1212,1981.399,1998.3702,0.37165898,0,0.32995391,0.39631337,0.3935484,0.61566818,0.49447006
se.prm.tcaq.fe.zs,"Trained teachers in primary education, female (% of female teachers)",Education: Inputs,Disaggregation,388,553,0,0,1,0,,SE.PRM.TCAQ.FE.ZS,1120,5.161290323,20,2018,1998,2014.7969,2003.9375,2009.4302,0.086021505,0,0,0,0.025806451,0.24331798,0.24700461
se.prm.tcaq.ma.zs,"Trained teachers in primary education, male (% of male teachers)",Education: Inputs,Disaggregation,931,1373,0,0,1,0,,SE.PRM.TCAQ.MA.ZS,1120,5.161290323,20,2018,1998,2014.7969,2003.9375,2009.4302,0.086021505,0,0,0,0.025806451,0.24331798,0.24700461
se.prm.tcaq.zs,Trained teachers in primary education (% of total teachers),Education: Inputs,Primary,2482,4645,0,0,0,1,,SE.PRM.TCAQ.ZS,1252,5.769585253,20,2018,1998,2014.8496,2003.579,2009.2271,0.096159756,0,0,0,0.028571429,0.2797235,0.26866359
se.prm.tchr,"Primary education, teachers",Education: Inputs,Primary,1048,1710,0,0,0,1,,SE.PRM.TCHR,5931,27.33179724,49,2018,1970,2014.5098,1977.2451,1996.2278,0.45552996,0,0.4986175,0.53686637,0.54331797,0.64608294,0.50829494
se.prm.tchr.fe.zs,"Primary education, teachers (% female)",Education: Inputs,Disaggregation,3713,6161,0,0,1,0,,SE.PRM.TCHR.FE.ZS,5004,23.05990783,46,2018,1970,2014.3301,1979.5615,1998.0631,0.38433179,0,0.35391706,0.3907834,0.45069125,0.61658984,0.49400923
se.prm.tenr,"Adjusted net enrollment rate, primary (% of primary school age children)",Education: Participation,Primary,763,1596,0,0,0,1,,SE.PRM.TENR,4139,19.07373272,46,2018,1970,2014.5104,1983.1094,1999.9626,0.31789553,0,0.23456222,0.31428573,0.33548388,0.56267279,0.46036866
se.prm.tenr.fe,"Adjusted net enrollment rate, primary, female (% of primary school age children)",Education: Participation,Disaggregation,199,439,0,0,1,0,,SE.PRM.TENR.FE,3542,16.32258065,45,2018,1970,2013.9468,1984.4681,2000.2644,0.27204302,0,0.18755761,0.25806451,0.27695853,0.49308756,0.41658986
se.prm.tenr.ma,"Adjusted net enrollment rate, primary, male (% of primary school age children)",Education: Participation,Disaggregation,84,171,0,0,1,0,,SE.PRM.TENR.MA,3541,16.31797235,45,2018,1970,2013.9468,1984.4681,2000.2705,0.27196622,0,0.18755761,0.25760368,0.27695853,0.49308756,0.41658986
se.prm.uner,"Children out of school, primary",Education: Participation,Primary,1749,3610,0,0,0,1,,SE.PRM.UNER,4125,19.00921659,46,2018,1970,2014.5104,1983.1094,1999.9458,0.31682026,0,0.23456222,0.31428573,0.33502305,0.55806452,0.45898619
se.prm.uner.fe,"Children out of school, primary, female",Education: Participation,Disaggregation,3475,7478,0,0,1,0,,SE.PRM.UNER.FE,3541,16.31797235,45,2018,1970,2013.9468,1984.4681,2000.2656,0.27196622,0,0.18755761,0.25806451,0.27695853,0.49354839,0.41566822
se.prm.uner.fe.zs,"Children out of school, female (% of female primary school age)",Education: Participation,Disaggregation,446,966,0,0,1,0,,SE.PRM.UNER.FE.ZS,3540,16.31336406,45,2018,1970,2013.9468,1984.4681,2000.2609,0.27188939,0,0.18755761,0.25806451,0.27695853,0.49354839,0.41520739
se.prm.uner.ma,"Children out of school, primary, male",Education: Participation,Disaggregation,1740,3294,0,0,1,0,,SE.PRM.UNER.MA,3540,16.31336406,45,2018,1970,2013.9468,1984.4681,2000.2719,0.27188939,0,0.18755761,0.25760368,0.27695853,0.49354839,0.41566822
se.prm.uner.ma.zs,"Children out of school, male (% of male primary school age)",Education: Participation,Disaggregation,193,357,0,0,1,0,,SE.PRM.UNER.MA.ZS,3539,16.30875576,45,2018,1970,2013.9468,1984.4681,2000.2671,0.27181259,0,0.18755761,0.25760368,0.27695853,0.49354839,0.41520739
se.prm.uner.zs,Children out of school (% of primary school age),Education: Participation,Derived,1393,2831,0,1,0,0,,SE.PRM.UNER.ZS,4124,19.00460829,46,2018,1970,2014.5104,1983.1094,1999.9435,0.31674346,0,0.23456222,0.31428573,0.33502305,0.55806452,0.45852536
se.sec.ages,Lower secondary school starting age (years),Education: Inputs,Primary,326,509,0,0,0,1,,SE.SEC.AGES,9852,45.40092166,49,2018,1970,2018,1971.0145,1994.4034,0.75668204,0,0.90875578,0.91751152,0.93364054,0.93548387,0.84470046
se.sec.cmpt.lo.fe.zs,"Lower secondary completion rate, female (% of relevant age group)",Education: Outcomes,Disaggregation,524,1063,0,0,1,0,,SE.SEC.CMPT.LO.FE.ZS,3231,14.88940092,46,2018,1970,2015.0162,1986.681,2001.9679,0.24815668,0,0.17880185,0.19861752,0.19953917,0.47511521,0.43686637
se.sec.cmpt.lo.ma.zs,"Lower secondary completion rate, male (% of relevant age group)",Education: Outcomes,Disaggregation,549,982,0,0,1,0,,SE.SEC.CMPT.LO.MA.ZS,3231,14.88940092,46,2018,1970,2015.0162,1986.681,2001.9679,0.24815668,0,0.17880185,0.19861752,0.19953917,0.47511521,0.43686637
se.sec.cmpt.lo.zs,"Lower secondary completion rate, total (% of relevant age group)",Education: Outcomes,Primary,1703,3752,0,0,0,1,,SE.SEC.CMPT.LO.ZS,3717,17.12903226,46,2018,1970,2014.8671,1984.2712,2000.3973,0.28548387,0,0.23778802,0.27603686,0.25668204,0.49769586,0.44470045
se.sec.cuat.lo.fe.zs,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",Education: Outcomes,Disaggregation,254,429,0,0,1,0,,SE.SEC.CUAT.LO.FE.ZS,1060,4.884792627,26,2017,1970,2008.2111,1984.1056,1999.308,0.081413209,0,0.046543781,0.041935485,0.033179723,0.16129033,0.20552996
se.sec.cuat.lo.ma.zs,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",Education: Outcomes,Disaggregation,157,229,0,0,1,0,,SE.SEC.CUAT.LO.MA.ZS,1060,4.884792627,26,2017,1970,2008.2111,1984.1056,1999.308,0.081413209,0,0.046543781,0.041935485,0.033179723,0.16129033,0.20552996
se.sec.cuat.lo.zs,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",Education: Outcomes,Primary,1170,2099,0,0,0,1,,SE.SEC.CUAT.LO.ZS,1075,4.953917051,26,2017,1970,2008.35,1983.8055,1999.2646,0.082565285,0,0.047926269,0.044700462,0.035483871,0.16129033,0.20599079
se.sec.cuat.po.fe.zs,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",Education: Outcomes,Disaggregation,302,503,0,0,1,0,,SE.SEC.CUAT.PO.FE.ZS,1059,4.880184332,26,2017,1970,2008.1732,1983.5922,1999.0277,0.081336409,0,0.048387099,0.043778803,0.035023041,0.15714286,0.20368664
se.sec.cuat.po.ma.zs,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",Education: Outcomes,Disaggregation,598,1069,0,0,1,0,,SE.SEC.CUAT.PO.MA.ZS,1059,4.880184332,26,2017,1970,2008.1732,1983.5922,1999.0277,0.081336409,0,0.048387099,0.043778803,0.035023041,0.15714286,0.20368664
se.sec.cuat.po.zs,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",Education: Outcomes,Primary,654,1588,0,0,0,1,,SE.SEC.CUAT.PO.ZS,1075,4.953917051,26,2017,1970,2008.4022,1983.2905,1999.0333,0.082565285,0,0.049769588,0.046543781,0.037788019,0.15714286,0.20414747
se.sec.cuat.up.fe.zs,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",Education: Outcomes,Disaggregation,384,735,0,0,1,0,,SE.SEC.CUAT.UP.FE.ZS,952,4.387096774,26,2017,1970,2009.7396,1993.3728,2003.8146,0.073118284,0,0.023041476,0.018894009,0.01797235,0.16221198,0.21658987
